GAUSN	Rhizopus_thermosus_Yamamoto_NRRL_2862.LCG
GAUSS	Rhizopus_tritici_NRRL_1476.LCG
CWPZU	Rhizopus_tritici_NRRL_1529.LCG
N171	Saksenaea_oblongisporus_B3353
G233	Saksenaea_vasiformis_B4078
SANG	Smittium_angustum_AUS-126-30.v1
AYI70	Smittium_culicis_ARSEF_9010.v1
SMEG	Smittium_megazygosporum_SC-DP-2.v1
AYI68	Smittium_mucronatum_ARSEF_9090.v1
SSIM	Smittium_simulii_SWE_8-4.v1
Spifus1	Spinellus_fusiger_NRRL_22323
CUPXW	Spiromyces_aspiralis_RSA_2271.LCG
GPGCC	Sporodiniella_umbellata_FLAS-F-62758.LCG
Spoumb1	Sporodiniella_umbellata_MES_1446
Scas	Strongwellsea_castrans_DrSc_Trinity
Stylo	Stylopage_hadra
N160	Syncephalastrum_monosporum_B8922
G227	Syncephalastrum_racemosum_B6101
GBNXB	Syncephalastrum_racemosum_CBS_441.59-.LCG
H4W73	Syncephalastrum_racemosum_NRRL_1506.LCG
IWY27	Syncephalastrum_racemosum_NRRL_1623.LCG
H4W84	Syncephalastrum_racemosum_NRRL_2495.LCG
Synrac1	Syncephalastrum_racemosum_NRRL_2496
IWY15	Syncephalastrum_sp._NRRL_1485.LCG
GAWNB	Syncephalastrum_sp._NRRL_1487.LCG
GAUYC	Syncephalastrum_sp._NRRL_1505.LCG
GAWHY	Syncephalastrum_sp._NRRL_A-15186.LCG
GAWNH	Syncephalastrum_sp._NRRL_A-23572.LCG
COZUB	Syncephalastrum_verruculosum_RSA_2127.LCG
Synfus1	Syncephalis_fuscata_S228
Synplu1	Syncephalis_plumigaleata_S24
Synps1	Syncephalis_pseudoplumigaleata_S71-1
FBW69	Syzygites_megalocarpus.LCG
CUPYH	Syzygites_sp._MES_3091.LCG
FBU54	Thamnidium_ctenidium_NRRL_2929.LCG
H4W76	Thamnidium_elegans_NRRL_1613.LCG
BDF21	Thamnidium_elegans_NRRL_2467.LCG
Thaele1	Thamnidium_elegans_NRRL_2467
IWY19	Thamnidium_elegans_NRRL_2468.LCG
INT48	Thamnidium_elegans_WA0000018081
Thasp1	Thamnocephalis_sphaerospora_RSA_1356
GBNTU	Thamnostylum_lucknowense_RSA_1093-.LCG
GBNWP	Thamnostylum_nigricans_RSA_1405-.LCG
CHXZG	Thamnostylum_nigricans_RSA_1406.LCG
GAUXS	Thamnostylum_piriforme_NRRL_A-21589.LCG
CHXZT	Thamnostylum_piriforme_RSA_251.LCG
GAUYS	Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240.LCG
GWWAU	Tieghemiomyces_parasiticus_RSA_861.LCG
Umban1	Umbelopsis_angularis_P8C34.v1
Umbisa1	Umbelopsis_isabellina_AD026.v1
N165	Umbelopsis_isabellina_B7317
INT43	Umbelopsis_isabellina_WA0000067209
GBNSG	Umbelopsis_ovata_NRRL_13127T.LCG
Umbra1	Umbelopsis_ramanniana_AG_#
Umbsp_AD052_1	Umbelopsis_sp_AD052
Umbelo1	Umbelopsis_sp
INT44	Umbelopsis_vinacea_WA0000051536
AX774	Zancudomyces_culisetae_ARSEF_9012.v1
Zsp	Zoopage_sp
Zin	Zoophagus_insidians
Zoorad1	Zoophthora_radicans_ATCC_208865
Zycmex1	Zychaea_mexicana_RSA_1403
CUPZW	Zygorhynchus_exponens_NRRL_1492.LCG
GBNTH	Zygorhynchus_exponens_var._smithii_NRRL_2572T.LCG
Zyghet1	Zygorhynchus_heterogamous_NRRL_1489
GAWHP	Zygorhynchus_heterogamus_Vuillemin_NRRL_1489.LCG
CUPZX	Zygorhynchus_macrocarpus_NRRL_2663.LCG
GAWGH	Zygorhynchus_moelleri_NRRL_1498.LCG
H4X44	Zygorhynchus_moelleri_NRRL_1625.LCG
IWY12	Zygorhynchus_moelleri_NRRL_3138.LCG
GAWGN	Zygorhynchus_moelleri_Vuillemin_NRRL_1497.LCG
H4W78	Zygorhynchus_sp._NRRL_3102.LCG
